,State_Code,District_Name,Type,Status,Count
5836,MZ,Saiha,delta,recovered,37.0
5837,MZ,Saiha,delta,vaccinated2,39.0
5838,MZ,Saiha,delta21_14,confirmed,420.0
5839,MZ,Saiha,delta7,confirmed,107.0
5840,MZ,Saiha,delta7,deceased,5.0
5841,MZ,Saiha,delta7,recovered,345.0
5842,MZ,Saiha,delta7,vaccinated1,68.0
5843,MZ,Saiha,delta7,vaccinated2,1116.0
5844,MZ,Saiha,meta,population,56366.0
5845,MZ,Saiha,total,confirmed,5469.0
5846,MZ,Saiha,total,deceased,14.0
5847,MZ,Saiha,total,recovered,5304.0
5848,MZ,Saiha,total,vaccinated1,34626.0
5849,MZ,Saiha,total,vaccinated2,19984.0
5850,MZ,Saitual,delta,confirmed,3.0
5851,MZ,Saitual,delta,recovered,21.0
5852,MZ,Saitual,delta21_14,confirmed,28.0
5853,MZ,Saitual,delta7,confirmed,30.0
5854,MZ,Saitual,delta7,recovered,53.0
5855,MZ,Saitual,total,confirmed,471.0
5856,MZ,Saitual,total,deceased,2.0
5857,MZ,Saitual,total,recovered,420.0
5858,MZ,Serchhip,delta,confirmed,65.0
5859,MZ,Serchhip,delta,recovered,67.0
5860,MZ,Serchhip,delta21_14,confirmed,488.0
5861,MZ,Serchhip,delta7,confirmed,386.0
5862,MZ,Serchhip,delta7,recovered,572.0
5863,MZ,Serchhip,delta7,vaccinated1,36.0
5864,MZ,Serchhip,delta7,vaccinated2,431.0
5865,MZ,Serchhip,meta,population,64875.0
5866,MZ,Serchhip,total,confirmed,4210.0
5867,MZ,Serchhip,total,deceased,10.0
5868,MZ,Serchhip,total,recovered,3646.0
5869,MZ,Serchhip,total,vaccinated1,41932.0
5870,MZ,Serchhip,total,vaccinated2,36047.0
5871,NL,Dimapur,delta,confirmed,3.0
5872,NL,Dimapur,delta,deceased,1.0
5873,NL,Dimapur,delta,recovered,13.0
5875,NL,Dimapur,delta,vaccinated2,2.0
5876,NL,Dimapur,delta21_14,confirmed,74.0
5877,NL,Dimapur,delta7,confirmed,68.0
5878,NL,Dimapur,delta7,deceased,2.0
5879,NL,Dimapur,delta7,other,10.0
5880,NL,Dimapur,delta7,recovered,73.0
5881,NL,Dimapur,delta7,vaccinated1,2827.0
5882,NL,Dimapur,delta7,vaccinated2,12731.0
5883,NL,Dimapur,meta,population,379769.0
5885,NL,Dimapur,total,confirmed,14684.0
5886,NL,Dimapur,total,deceased,421.0
5887,NL,Dimapur,total,other,689.0
5888,NL,Dimapur,total,recovered,13471.0
5889,NL,Dimapur,total,tested,47020.0
5890,NL,Dimapur,total,vaccinated1,268405.0
5891,NL,Dimapur,total,vaccinated2,175502.0
5892,NL,Kiphire,delta,vaccinated1,61.0
5893,NL,Kiphire,delta,vaccinated2,124.0
5894,NL,Kiphire,delta7,confirmed,2.0
5895,NL,Kiphire,delta7,recovered,1.0
5896,NL,Kiphire,delta7,vaccinated1,116.0
5897,NL,Kiphire,delta7,vaccinated2,357.0
5898,NL,Kiphire,meta,population,74033.0
5900,NL,Kiphire,total,confirmed,258.0
5901,NL,Kiphire,total,deceased,9.0
5902,NL,Kiphire,total,other,1.0
5903,NL,Kiphire,total,recovered,246.0
5904,NL,Kiphire,total,tested,1002.0
5905,NL,Kiphire,total,vaccinated1,13017.0
5906,NL,Kiphire,total,vaccinated2,8141.0
5907,NL,Kohima,delta,confirmed,4.0
5908,NL,Kohima,delta,other,1.0
5909,NL,Kohima,delta21_14,confirmed,33.0
5910,NL,Kohima,delta7,confirmed,23.0
5911,NL,Kohima,delta7,other,2.0
5912,NL,Kohima,delta7,recovered,24.0
5913,NL,Kohima,delta7,vaccinated1,509.0
5914,NL,Kohima,delta7,vaccinated2,3038.0
5915,NL,Kohima,meta,population,270063.0
5917,NL,Kohima,total,confirmed,9461.0
5918,NL,Kohima,total,deceased,123.0
5919,NL,Kohima,total,other,202.0
5920,NL,Kohima,total,recovered,9095.0
5921,NL,Kohima,total,tested,33986.0
5922,NL,Kohima,total,vaccinated1,105758.0
5923,NL,Kohima,total,vaccinated2,82602.0
5924,NL,Longleng,delta21_14,confirmed,8.0
5925,NL,Longleng,delta7,recovered,7.0
5926,NL,Longleng,delta7,vaccinated1,26.0
5927,NL,Longleng,delta7,vaccinated2,181.0
5928,NL,Longleng,meta,population,50593.0
5930,NL,Longleng,total,confirmed,307.0
5931,NL,Longleng,total,deceased,2.0
5932,NL,Longleng,total,other,18.0
5933,NL,Longleng,total,recovered,286.0
5934,NL,Longleng,total,tested,1193.0
5935,NL,Longleng,total,vaccinated1,20577.0
5936,NL,Longleng,total,vaccinated2,15446.0
5937,NL,Mokokchung,delta,confirmed,3.0
5938,NL,Mokokchung,delta,recovered,2.0
5939,NL,Mokokchung,delta21_14,confirmed,7.0
5940,NL,Mokokchung,delta7,confirmed,23.0
5941,NL,Mokokchung,delta7,deceased,2.0
5942,NL,Mokokchung,delta7,recovered,5.0
5943,NL,Mokokchung,delta7,vaccinated1,146.0
5944,NL,Mokokchung,delta7,vaccinated2,2026.0
5945,NL,Mokokchung,meta,population,193171.0
5947,NL,Mokokchung,total,confirmed,2333.0
5948,NL,Mokokchung,total,deceased,54.0
5949,NL,Mokokchung,total,other,62.0
5950,NL,Mokokchung,total,recovered,2186.0
5951,NL,Mokokchung,total,tested,3976.0
5952,NL,Mokokchung,total,vaccinated1,69198.0
5953,NL,Mokokchung,total,vaccinated2,54730.0
5954,NL,Mon,delta,vaccinated1,20.0
5955,NL,Mon,delta,vaccinated2,28.0
5956,NL,Mon,delta7,confirmed,1.0
5957,NL,Mon,delta7,vaccinated1,243.0
5958,NL,Mon,delta7,vaccinated2,1864.0
5959,NL,Mon,meta,population,259604.0
5961,NL,Mon,total,confirmed,1159.0
5962,NL,Mon,total,deceased,14.0
5963,NL,Mon,total,other,17.0
5964,NL,Mon,total,recovered,1124.0
5965,NL,Mon,total,tested,12278.0
5966,NL,Mon,total,vaccinated1,70054.0
5967,NL,Mon,total,vaccinated2,48331.0
5968,NL,Peren,delta,vaccinated1,1.0
5969,NL,Peren,delta,vaccinated2,29.0
5970,NL,Peren,delta21_14,confirmed,5.0
5971,NL,Peren,delta7,confirmed,1.0
5972,NL,Peren,delta7,recovered,1.0
5973,NL,Peren,delta7,vaccinated1,189.0
5974,NL,Peren,delta7,vaccinated2,613.0
5975,NL,Peren,meta,population,163294.0
5977,NL,Peren,total,confirmed,920.0
5978,NL,Peren,total,deceased,6.0
5979,NL,Peren,total,other,15.0
5980,NL,Peren,total,recovered,897.0
5981,NL,Peren,total,tested,5717.0
5982,NL,Peren,total,vaccinated1,19956.0
5983,NL,Peren,total,vaccinated2,12514.0
5984,NL,Phek,delta,vaccinated1,21.0
5985,NL,Phek,delta,vaccinated2,168.0
5986,NL,Phek,delta21_14,confirmed,5.0
5987,NL,Phek,delta7,confirmed,4.0
5988,NL,Phek,delta7,other,1.0
5989,NL,Phek,delta7,recovered,1.0
5990,NL,Phek,delta7,vaccinated1,99.0
5991,NL,Phek,delta7,vaccinated2,496.0
5992,NL,Phek,meta,population,163294.0
5994,NL,Phek,total,confirmed,601.0
5995,NL,Phek,total,deceased,18.0
5996,NL,Phek,total,other,9.0
5997,NL,Phek,total,recovered,568.0
5998,NL,Phek,total,tested,2779.0
5999,NL,Phek,total,vaccinated1,31241.0
6000,NL,Phek,total,vaccinated2,20746.0
6001,NL,Tuensang,delta,confirmed,1.0
6002,NL,Tuensang,delta,recovered,6.0
6003,NL,Tuensang,delta,vaccinated1,41.0
6004,NL,Tuensang,delta,vaccinated2,122.0
6005,NL,Tuensang,delta21_14,confirmed,28.0
6006,NL,Tuensang,delta7,confirmed,2.0
6007,NL,Tuensang,delta7,deceased,1.0
6008,NL,Tuensang,delta7,recovered,28.0
6009,NL,Tuensang,delta7,vaccinated1,106.0
6010,NL,Tuensang,delta7,vaccinated2,525.0
6011,NL,Tuensang,meta,population,414801.0
6013,NL,Tuensang,total,confirmed,1094.0
6014,NL,Tuensang,total,deceased,12.0
6015,NL,Tuensang,total,other,3.0
6016,NL,Tuensang,total,recovered,1077.0
6017,NL,Tuensang,total,tested,4887.0
6018,NL,Tuensang,total,vaccinated1,38130.0
6019,NL,Tuensang,total,vaccinated2,26725.0
6020,NL,Wokha,delta,vaccinated1,11.0
6021,NL,Wokha,delta,vaccinated2,232.0
6022,NL,Wokha,delta21_14,confirmed,2.0
6023,NL,Wokha,delta7,confirmed,6.0
6024,NL,Wokha,delta7,recovered,4.0
6025,NL,Wokha,delta7,vaccinated1,122.0
6026,NL,Wokha,delta7,vaccinated2,1074.0
6027,NL,Wokha,meta,population,166239.0
6029,NL,Wokha,total,confirmed,402.0
6030,NL,Wokha,total,deceased,11.0
6031,NL,Wokha,total,other,16.0
6032,NL,Wokha,total,recovered,361.0
6033,NL,Wokha,total,tested,1390.0
6034,NL,Wokha,total,vaccinated1,35138.0
6035,NL,Wokha,total,vaccinated2,23577.0
6036,NL,Zunheboto,delta,vaccinated1,36.0
6037,NL,Zunheboto,delta,vaccinated2,106.0
6038,NL,Zunheboto,delta7,deceased,1.0
6039,NL,Zunheboto,delta7,vaccinated1,331.0
6040,NL,Zunheboto,delta7,vaccinated2,807.0
6041,NL,Zunheboto,meta,population,141014.0
6043,NL,Zunheboto,total,confirmed,623.0
6044,NL,Zunheboto,total,deceased,15.0
6045,NL,Zunheboto,total,other,11.0
6046,NL,Zunheboto,total,recovered,593.0
6047,NL,Zunheboto,total,tested,2131.0
6048,NL,Zunheboto,total,vaccinated1,38077.0
6049,NL,Zunheboto,total,vaccinated2,22337.0
6050,OR,Angul,delta,confirmed,1.0
6051,OR,Angul,delta,recovered,3.0
6052,OR,Angul,delta,vaccinated1,9.0
6053,OR,Angul,delta,vaccinated2,38.0
6054,OR,Angul,delta21_14,confirmed,18.0
6055,OR,Angul,delta7,confirmed,16.0
6056,OR,Angul,delta7,deceased,2.0
6057,OR,Angul,delta7,recovered,20.0
6058,OR,Angul,delta7,vaccinated1,21629.0
6059,OR,Angul,delta7,vaccinated2,23378.0
6060,OR,Angul,meta,population,1271703.0
6062,OR,Angul,total,confirmed,43920.0
6063,OR,Angul,total,deceased,393.0
6064,OR,Angul,total,recovered,43506.0
6065,OR,Angul,total,tested,172873.0
6066,OR,Angul,total,vaccinated1,786278.0
6067,OR,Angul,total,vaccinated2,291800.0
6068,OR,Balangir,delta21_14,confirmed,17.0
6069,OR,Balangir,delta7,confirmed,4.0
6070,OR,Balangir,delta7,recovered,15.0
6071,OR,Balangir,delta7,vaccinated1,20119.0
6072,OR,Balangir,delta7,vaccinated2,39059.0
6073,OR,Balangir,meta,population,1648574.0
6075,OR,Balangir,total,confirmed,23397.0
6076,OR,Balangir,total,deceased,126.0
6077,OR,Balangir,total,recovered,23257.0
6078,OR,Balangir,total,tested,87867.0
6079,OR,Balangir,total,vaccinated1,960786.0
6080,OR,Balangir,total,vaccinated2,299153.0
6081,OR,Balasore,delta,confirmed,5.0
6082,OR,Balasore,delta,recovered,14.0
6083,OR,Balasore,delta,vaccinated1,929.0
6084,OR,Balasore,delta,vaccinated2,519.0
6085,OR,Balasore,delta21_14,confirmed,94.0
6086,OR,Balasore,delta7,confirmed,67.0
6087,OR,Balasore,delta7,deceased,1.0
6088,OR,Balasore,delta7,recovered,80.0
6089,OR,Balasore,delta7,vaccinated1,78274.0
6090,OR,Balasore,delta7,vaccinated2,35314.0
6091,OR,Balasore,meta,population,2317419.0
6093,OR,Balasore,total,confirmed,40787.0
6094,OR,Balasore,total,deceased,299.0
6095,OR,Balasore,total,recovered,40389.0
6096,OR,Balasore,total,tested,9843.0
6097,OR,Balasore,total,vaccinated1,1351099.0
6098,OR,Balasore,total,vaccinated2,534318.0
6099,OR,Bargarh,delta,recovered,1.0
6100,OR,Bargarh,delta,vaccinated1,169.0
6101,OR,Bargarh,delta,vaccinated2,30.0
6102,OR,Bargarh,delta21_14,confirmed,18.0
6103,OR,Bargarh,delta7,confirmed,18.0
6104,OR,Bargarh,delta7,recovered,16.0
6105,OR,Bargarh,delta7,vaccinated1,52192.0
6106,OR,Bargarh,delta7,vaccinated2,32028.0
6107,OR,Bargarh,meta,population,1478833.0
6108,OR,Bargarh,total,confirmed,31126.0
6109,OR,Bargarh,total,deceased,335.0
6110,OR,Bargarh,total,recovered,30762.0
6111,OR,Bargarh,total,vaccinated1,829092.0
6112,OR,Bargarh,total,vaccinated2,283966.0
6113,OR,Bhadrak,delta,confirmed,3.0
6114,OR,Bhadrak,delta,recovered,7.0
6115,OR,Bhadrak,delta,vaccinated2,17.0
6116,OR,Bhadrak,delta21_14,confirmed,32.0
6117,OR,Bhadrak,delta7,confirmed,44.0
6118,OR,Bhadrak,delta7,deceased,1.0
6119,OR,Bhadrak,delta7,recovered,39.0
6120,OR,Bhadrak,delta7,vaccinated1,14511.0
6121,OR,Bhadrak,delta7,vaccinated2,38206.0
6122,OR,Bhadrak,meta,population,1506522.0
6124,OR,Bhadrak,total,confirmed,26480.0
6125,OR,Bhadrak,total,deceased,150.0
6126,OR,Bhadrak,total,recovered,26260.0
6127,OR,Bhadrak,total,tested,258173.0
6128,OR,Bhadrak,total,vaccinated1,1026493.0
6129,OR,Bhadrak,total,vaccinated2,367945.0
6130,OR,Boudh,delta,vaccinated1,496.0
6131,OR,Boudh,delta,vaccinated2,1585.0
6132,OR,Boudh,delta21_14,confirmed,3.0
6133,OR,Boudh,delta7,recovered,4.0
6134,OR,Boudh,delta7,vaccinated1,7009.0
6135,OR,Boudh,delta7,vaccinated2,16754.0
6136,OR,Boudh,meta,population,439917.0
6138,OR,Boudh,total,confirmed,12634.0
6139,OR,Boudh,total,deceased,112.0
6140,OR,Boudh,total,recovered,12488.0
6141,OR,Boudh,total,tested,496.0
6142,OR,Boudh,total,vaccinated1,259325.0
6143,OR,Boudh,total,vaccinated2,92297.0
6144,OR,Cuttack,delta,confirmed,54.0
6145,OR,Cuttack,delta,recovered,29.0
6146,OR,Cuttack,delta,vaccinated1,2729.0
6147,OR,Cuttack,delta,vaccinated2,1129.0
6148,OR,Cuttack,delta21_14,confirmed,326.0
6149,OR,Cuttack,delta7,confirmed,277.0
6150,OR,Cuttack,delta7,deceased,1.0
6151,OR,Cuttack,delta7,recovered,304.0
6152,OR,Cuttack,delta7,vaccinated1,75381.0
6153,OR,Cuttack,delta7,vaccinated2,45717.0
6154,OR,Cuttack,meta,population,2618708.0
6156,OR,Cuttack,total,confirmed,94631.0
6157,OR,Cuttack,total,deceased,857.0
6158,OR,Cuttack,total,recovered,93404.0
6159,OR,Cuttack,total,tested,5720.0
6160,OR,Cuttack,total,vaccinated1,1434524.0
6161,OR,Cuttack,total,vaccinated2,702278.0
6162,OR,Deogarh,delta,confirmed,2.0
6163,OR,Deogarh,delta,recovered,3.0
6164,OR,Deogarh,delta,vaccinated1,1.0
6165,OR,Deogarh,delta,vaccinated2,136.0
6166,OR,Deogarh,delta21_14,confirmed,4.0
6167,OR,Deogarh,delta7,confirmed,41.0
6168,OR,Deogarh,delta7,recovered,10.0
6169,OR,Deogarh,delta7,vaccinated1,1126.0
6170,OR,Deogarh,delta7,vaccinated2,4779.0
6171,OR,Deogarh,meta,population,312164.0
6173,OR,Deogarh,total,confirmed,6553.0
6174,OR,Deogarh,total,deceased,50.0
6175,OR,Deogarh,total,recovered,6460.0
6176,OR,Deogarh,total,tested,682.0
6177,OR,Deogarh,total,vaccinated1,223405.0
6178,OR,Deogarh,total,vaccinated2,63727.0
6179,OR,Dhenkanal,delta,confirmed,5.0
6180,OR,Dhenkanal,delta,vaccinated1,92.0
6181,OR,Dhenkanal,delta,vaccinated2,104.0
6182,OR,Dhenkanal,delta21_14,confirmed,14.0
6183,OR,Dhenkanal,delta7,confirmed,25.0
6184,OR,Dhenkanal,delta7,recovered,16.0
6185,OR,Dhenkanal,delta7,vaccinated1,18302.0
6186,OR,Dhenkanal,delta7,vaccinated2,23327.0
6187,OR,Dhenkanal,meta,population,1192948.0
6189,OR,Dhenkanal,total,confirmed,19871.0
6190,OR,Dhenkanal,total,deceased,243.0
6191,OR,Dhenkanal,total,recovered,19598.0
6192,OR,Dhenkanal,total,tested,179477.0
6193,OR,Dhenkanal,total,vaccinated1,738406.0
6194,OR,Dhenkanal,total,vaccinated2,282859.0
6195,OR,Gajapati,delta,confirmed,5.0
6196,OR,Gajapati,delta,vaccinated1,296.0
6197,OR,Gajapati,delta,vaccinated2,1193.0
6198,OR,Gajapati,delta21_14,confirmed,11.0
6199,OR,Gajapati,delta7,confirmed,15.0
6200,OR,Gajapati,delta7,recovered,11.0
6201,OR,Gajapati,delta7,vaccinated1,4770.0
6202,OR,Gajapati,delta7,vaccinated2,10942.0
6203,OR,Gajapati,meta,population,575880.0
6205,OR,Gajapati,total,confirmed,9657.0
6206,OR,Gajapati,total,deceased,84.0
6207,OR,Gajapati,total,recovered,9555.0
6208,OR,Gajapati,total,tested,715.0
6209,OR,Gajapati,total,vaccinated1,288963.0
6210,OR,Gajapati,total,vaccinated2,115535.0
6211,OR,Ganjam,delta,confirmed,8.0
6212,OR,Ganjam,delta,recovered,2.0
6213,OR,Ganjam,delta,vaccinated1,438.0
6214,OR,Ganjam,delta,vaccinated2,1848.0
6215,OR,Ganjam,delta21_14,confirmed,25.0
6216,OR,Ganjam,delta7,confirmed,22.0
6217,OR,Ganjam,delta7,recovered,18.0
6218,OR,Ganjam,delta7,vaccinated1,27002.0
6219,OR,Ganjam,delta7,vaccinated2,112716.0
6220,OR,Ganjam,meta,population,3520151.0
6222,OR,Ganjam,total,confirmed,33849.0
6223,OR,Ganjam,total,deceased,485.0
6224,OR,Ganjam,total,recovered,33342.0
6225,OR,Ganjam,total,tested,750442.0
6226,OR,Ganjam,total,vaccinated1,2214981.0
6227,OR,Ganjam,total,vaccinated2,1698328.0
6228,OR,Jagatsinghpur,delta,confirmed,9.0
6229,OR,Jagatsinghpur,delta,recovered,12.0
6231,OR,Jagatsinghpur,delta,vaccinated2,2.0
6232,OR,Jagatsinghpur,delta21_14,confirmed,72.0
6233,OR,Jagatsinghpur,delta7,confirmed,76.0
6234,OR,Jagatsinghpur,delta7,deceased,1.0
6235,OR,Jagatsinghpur,delta7,recovered,78.0
6236,OR,Jagatsinghpur,delta7,vaccinated1,28276.0
6237,OR,Jagatsinghpur,delta7,vaccinated2,25051.0
6238,OR,Jagatsinghpur,meta,population,1136604.0
6240,OR,Jagatsinghpur,total,confirmed,27920.0
6241,OR,Jagatsinghpur,total,deceased,316.0
6242,OR,Jagatsinghpur,total,recovered,27510.0
6243,OR,Jagatsinghpur,total,tested,46648.0
6244,OR,Jagatsinghpur,total,vaccinated1,677675.0
6245,OR,Jagatsinghpur,total,vaccinated2,272499.0
6246,OR,Jajpur,delta,confirmed,9.0
6247,OR,Jajpur,delta,recovered,8.0
6248,OR,Jajpur,delta,vaccinated1,2.0
6249,OR,Jajpur,delta,vaccinated2,9.0
6250,OR,Jajpur,delta21_14,confirmed,76.0
6251,OR,Jajpur,delta7,confirmed,75.0
6252,OR,Jajpur,delta7,recovered,73.0
6253,OR,Jajpur,delta7,vaccinated1,30726.0
6254,OR,Jajpur,delta7,vaccinated2,37471.0
6255,OR,Jajpur,meta,population,1826275.0
6257,OR,Jajpur,total,confirmed,43735.0
6258,OR,Jajpur,total,deceased,172.0
6259,OR,Jajpur,total,recovered,43461.0
6260,OR,Jajpur,total,tested,53956.0
6261,OR,Jajpur,total,vaccinated1,1087735.0
6262,OR,Jajpur,total,vaccinated2,383313.0
6263,OR,Jharsuguda,delta,confirmed,3.0
6264,OR,Jharsuguda,delta21_14,confirmed,11.0
6265,OR,Jharsuguda,delta7,confirmed,13.0
6266,OR,Jharsuguda,delta7,recovered,10.0
6267,OR,Jharsuguda,delta7,vaccinated1,7187.0
6268,OR,Jharsuguda,delta7,vaccinated2,14725.0
6269,OR,Jharsuguda,meta,population,579499.0
6271,OR,Jharsuguda,total,confirmed,23863.0
6272,OR,Jharsuguda,total,deceased,176.0
6273,OR,Jharsuguda,total,recovered,23673.0
6274,OR,Jharsuguda,total,tested,1663.0
6275,OR,Jharsuguda,total,vaccinated1,399523.0
6276,OR,Jharsuguda,total,vaccinated2,189682.0
6277,OR,Kalahandi,delta,confirmed,2.0
6278,OR,Kalahandi,delta,vaccinated1,1476.0
6279,OR,Kalahandi,delta,vaccinated2,537.0
6280,OR,Kalahandi,delta21_14,confirmed,5.0
6281,OR,Kalahandi,delta7,confirmed,15.0
6282,OR,Kalahandi,delta7,recovered,1.0
6283,OR,Kalahandi,delta7,vaccinated1,38214.0
6284,OR,Kalahandi,delta7,vaccinated2,26926.0
6285,OR,Kalahandi,meta,population,1573054.0
6287,OR,Kalahandi,total,confirmed,24314.0
6288,OR,Kalahandi,total,deceased,210.0
6289,OR,Kalahandi,total,recovered,24082.0
6290,OR,Kalahandi,total,tested,1458.0
6291,OR,Kalahandi,total,vaccinated1,921185.0
6292,OR,Kalahandi,total,vaccinated2,304778.0
6293,OR,Kandhamal,delta,vaccinated1,847.0
6294,OR,Kandhamal,delta,vaccinated2,529.0
6295,OR,Kandhamal,delta21_14,confirmed,2.0
6296,OR,Kandhamal,delta7,recovered,5.0
6297,OR,Kandhamal,delta7,vaccinated1,12881.0
6298,OR,Kandhamal,delta7,vaccinated2,12319.0
6299,OR,Kandhamal,meta,population,731952.0
6301,OR,Kandhamal,total,confirmed,11537.0
6302,OR,Kandhamal,total,deceased,83.0
6303,OR,Kandhamal,total,recovered,11453.0
6304,OR,Kandhamal,total,tested,1516.0
6305,OR,Kandhamal,total,vaccinated1,384009.0
6306,OR,Kandhamal,total,vaccinated2,150737.0
6307,OR,Kendrapara,delta,confirmed,8.0
6308,OR,Kendrapara,delta,recovered,8.0
6309,OR,Kendrapara,delta,vaccinated1,1452.0
6310,OR,Kendrapara,delta,vaccinated2,1179.0
6311,OR,Kendrapara,delta21_14,confirmed,88.0
6312,OR,Kendrapara,delta7,confirmed,62.0
6313,OR,Kendrapara,delta7,deceased,1.0
6314,OR,Kendrapara,delta7,recovered,52.0
6315,OR,Kendrapara,delta7,vaccinated1,28635.0
6316,OR,Kendrapara,delta7,vaccinated2,34297.0
6317,OR,Kendrapara,meta,population,1439891.0
6319,OR,Kendrapara,total,confirmed,24860.0
6320,OR,Kendrapara,total,deceased,252.0
6321,OR,Kendrapara,total,recovered,24545.0
6322,OR,Kendrapara,total,tested,382732.0
6323,OR,Kendrapara,total,vaccinated1,916169.0
6324,OR,Kendrapara,total,vaccinated2,347854.0
6325,OR,Kendujhar,delta,confirmed,1.0
6326,OR,Kendujhar,delta,recovered,2.0
6327,OR,Kendujhar,delta,vaccinated1,483.0
6328,OR,Kendujhar,delta,vaccinated2,613.0
6329,OR,Kendujhar,delta21_14,confirmed,20.0
6330,OR,Kendujhar,delta7,confirmed,4.0
6331,OR,Kendujhar,delta7,deceased,2.0
6332,OR,Kendujhar,delta7,recovered,3.0
6333,OR,Kendujhar,delta7,vaccinated1,25529.0
6334,OR,Kendujhar,delta7,vaccinated2,46488.0
6335,OR,Kendujhar,meta,population,1802777.0
6337,OR,Kendujhar,total,confirmed,20980.0
6338,OR,Kendujhar,total,deceased,175.0
6339,OR,Kendujhar,total,recovered,20798.0
6340,OR,Kendujhar,total,tested,474504.0
6341,OR,Kendujhar,total,vaccinated1,1087285.0
6342,OR,Kendujhar,total,vaccinated2,376311.0
6343,OR,Khordha,delta,confirmed,250.0
6344,OR,Khordha,delta,deceased,2.0
6345,OR,Khordha,delta,recovered,243.0
6346,OR,Khordha,delta,vaccinated1,568.0
6347,OR,Khordha,delta,vaccinated2,1482.0
6348,OR,Khordha,delta21_14,confirmed,1704.0
6349,OR,Khordha,delta7,confirmed,1492.0
6350,OR,Khordha,delta7,deceased,8.0
6351,OR,Khordha,delta7,recovered,1654.0
6352,OR,Khordha,delta7,vaccinated1,34733.0
6353,OR,Khordha,delta7,vaccinated2,49859.0
6354,OR,Khordha,meta,population,2246341.0
6355,OR,Khordha,total,confirmed,175335.0
6356,OR,Khordha,total,deceased,1552.0
6357,OR,Khordha,total,recovered,171938.0
6358,OR,Khordha,total,vaccinated1,2063646.0
6359,OR,Khordha,total,vaccinated2,1502538.0
6360,OR,Koraput,delta,confirmed,1.0
6361,OR,Koraput,delta,recovered,2.0
6362,OR,Koraput,delta,vaccinated1,935.0
6363,OR,Koraput,delta,vaccinated2,2024.0
6364,OR,Koraput,delta21_14,confirmed,23.0
6365,OR,Koraput,delta7,confirmed,11.0
6366,OR,Koraput,delta7,recovered,20.0
6367,OR,Koraput,delta7,vaccinated1,13011.0
6368,OR,Koraput,delta7,vaccinated2,35701.0
6369,OR,Koraput,meta,population,1376934.0
6371,OR,Koraput,total,confirmed,19137.0
6372,OR,Koraput,total,deceased,78.0
6373,OR,Koraput,total,recovered,19044.0
6374,OR,Koraput,total,tested,1401.0
6375,OR,Koraput,total,vaccinated1,860773.0
6376,OR,Koraput,total,vaccinated2,399063.0
6377,OR,Malkangiri,delta,recovered,3.0
6378,OR,Malkangiri,delta,vaccinated1,2497.0
6379,OR,Malkangiri,delta,vaccinated2,2000.0
6380,OR,Malkangiri,delta21_14,confirmed,2.0
6381,OR,Malkangiri,delta7,confirmed,2.0
6382,OR,Malkangiri,delta7,recovered,4.0
6383,OR,Malkangiri,delta7,vaccinated1,13449.0
6384,OR,Malkangiri,delta7,vaccinated2,16141.0
6385,OR,Malkangiri,meta,population,612727.0
6387,OR,Malkangiri,total,confirmed,11667.0
6388,OR,Malkangiri,total,deceased,49.0
6389,OR,Malkangiri,total,recovered,11613.0
6390,OR,Malkangiri,total,tested,1841.0
6391,OR,Malkangiri,total,vaccinated1,391790.0
6392,OR,Malkangiri,total,vaccinated2,137925.0
6393,OR,Mayurbhanj,delta,confirmed,19.0
6394,OR,Mayurbhanj,delta,deceased,1.0
6395,OR,Mayurbhanj,delta,recovered,8.0
6396,OR,Mayurbhanj,delta,vaccinated1,2985.0
6397,OR,Mayurbhanj,delta,vaccinated2,654.0
6398,OR,Mayurbhanj,delta21_14,confirmed,129.0
6399,OR,Mayurbhanj,delta7,confirmed,126.0
6400,OR,Mayurbhanj,delta7,deceased,5.0
6401,OR,Mayurbhanj,delta7,recovered,93.0
6402,OR,Mayurbhanj,delta7,vaccinated1,86170.0
6403,OR,Mayurbhanj,delta7,vaccinated2,36315.0
6404,OR,Mayurbhanj,meta,population,2513895.0
6406,OR,Mayurbhanj,total,confirmed,40844.0
6407,OR,Mayurbhanj,total,deceased,286.0
6408,OR,Mayurbhanj,total,recovered,40416.0
6409,OR,Mayurbhanj,total,tested,3307.0
6410,OR,Mayurbhanj,total,vaccinated1,1222153.0
6411,OR,Mayurbhanj,total,vaccinated2,413698.0
6412,OR,Nabarangapur,delta21_14,confirmed,6.0
6413,OR,Nabarangapur,delta7,confirmed,1.0
6414,OR,Nabarangapur,delta7,recovered,2.0
6415,OR,Nabarangapur,delta7,vaccinated1,13213.0
6416,OR,Nabarangapur,delta7,vaccinated2,18025.0
6417,OR,Nabarangapur,meta,population,1218762.0
6419,OR,Nabarangapur,total,confirmed,23549.0
6420,OR,Nabarangapur,total,deceased,86.0
6421,OR,Nabarangapur,total,recovered,23461.0
6422,OR,Nabarangapur,total,tested,162154.0
6423,OR,Nabarangapur,total,vaccinated1,675601.0
6424,OR,Nabarangapur,total,vaccinated2,188457.0
6425,OR,Nayagarh,delta,confirmed,2.0
6426,OR,Nayagarh,delta,recovered,3.0
6427,OR,Nayagarh,delta,vaccinated1,29.0
6428,OR,Nayagarh,delta,vaccinated2,117.0
6429,OR,Nayagarh,delta21_14,confirmed,33.0
6430,OR,Nayagarh,delta7,confirmed,28.0
6431,OR,Nayagarh,delta7,deceased,1.0
6432,OR,Nayagarh,delta7,recovered,24.0
