,State_Code,District_Name,Type,Status,Count
1800,DN,Dadra and Nagar Haveli,total,vaccinated2,183553.0
1801,DN,Daman,delta,recovered,1.0
1802,DN,Daman,delta21_14,confirmed,2.0
1803,DN,Daman,delta7,recovered,2.0
1804,DN,Daman,delta7,vaccinated1,1880.0
1805,DN,Daman,delta7,vaccinated2,6793.0
1806,DN,Daman,meta,population,191173.0
1808,DN,Daman,total,confirmed,3543.0
1809,DN,Daman,total,deceased,1.0
1810,DN,Daman,total,other,26.0
1811,DN,Daman,total,recovered,3516.0
1812,DN,Daman,total,tested,19338.0
1813,DN,Daman,total,vaccinated1,234202.0
1814,DN,Daman,total,vaccinated2,155547.0
1815,DN,Diu,delta7,vaccinated1,52.0
1816,DN,Diu,delta7,vaccinated2,690.0
1817,DN,Diu,meta,population,52074.0
1819,DN,Diu,total,confirmed,1218.0
1820,DN,Diu,total,recovered,1218.0
1821,DN,Diu,total,tested,8259.0
1822,DN,Diu,total,vaccinated1,38779.0
1823,DN,Diu,total,vaccinated2,31153.0
1824,GA,North Goa,delta,vaccinated1,1070.0
1825,GA,North Goa,delta,vaccinated2,5967.0
1826,GA,North Goa,delta7,vaccinated1,4007.0
1827,GA,North Goa,delta7,vaccinated2,23958.0
1828,GA,North Goa,meta,population,817761.0
1829,GA,North Goa,total,vaccinated1,600586.0
1830,GA,North Goa,total,vaccinated2,424066.0
1831,GA,South Goa,delta,vaccinated1,1492.0
1832,GA,South Goa,delta,vaccinated2,6405.0
1833,GA,South Goa,delta7,vaccinated1,4401.0
1834,GA,South Goa,delta7,vaccinated2,22504.0
1835,GA,South Goa,meta,population,639962.0
1836,GA,South Goa,total,vaccinated1,661972.0
1837,GA,South Goa,total,vaccinated2,487016.0
1838,GA,Unknown,delta,confirmed,23.0
1839,GA,Unknown,delta,recovered,53.0
1840,GA,Unknown,delta21_14,confirmed,409.0
1841,GA,Unknown,delta7,confirmed,222.0
1842,GA,Unknown,delta7,deceased,6.0
1843,GA,Unknown,delta7,recovered,409.0
1844,GA,Unknown,total,confirmed,178108.0
1845,GA,Unknown,total,deceased,3364.0
1846,GA,Unknown,total,recovered,174392.0
1847,GJ,Ahmedabad,delta,confirmed,4.0
1848,GJ,Ahmedabad,delta,recovered,2.0
1849,GJ,Ahmedabad,delta,vaccinated1,1765.0
1850,GJ,Ahmedabad,delta,vaccinated2,11394.0
1851,GJ,Ahmedabad,delta21_14,confirmed,29.0
1852,GJ,Ahmedabad,delta7,confirmed,22.0
1853,GJ,Ahmedabad,delta7,recovered,14.0
1854,GJ,Ahmedabad,delta7,vaccinated1,47316.0
1855,GJ,Ahmedabad,delta7,vaccinated2,169891.0
1856,GJ,Ahmedabad,meta,population,7208200.0
1858,GJ,Ahmedabad,total,confirmed,238334.0
1859,GJ,Ahmedabad,total,deceased,3411.0
1860,GJ,Ahmedabad,total,recovered,234889.0
1861,GJ,Ahmedabad,total,tested,2556492.0
1862,GJ,Ahmedabad,total,vaccinated1,5961594.0
1863,GJ,Ahmedabad,total,vaccinated2,3439921.0
1864,GJ,Amreli,delta,vaccinated1,399.0
1865,GJ,Amreli,delta,vaccinated2,3792.0
1866,GJ,Amreli,delta7,vaccinated1,5473.0
1867,GJ,Amreli,delta7,vaccinated2,39398.0
1868,GJ,Amreli,meta,population,1513614.0
1870,GJ,Amreli,total,confirmed,10810.0
1871,GJ,Amreli,total,deceased,102.0
1872,GJ,Amreli,total,recovered,10708.0
1873,GJ,Amreli,total,tested,212265.0
1874,GJ,Amreli,total,vaccinated1,927389.0
1875,GJ,Amreli,total,vaccinated2,551970.0
1876,GJ,Anand,delta,vaccinated1,4876.0
1877,GJ,Anand,delta,vaccinated2,2866.0
1878,GJ,Anand,delta7,confirmed,6.0
1879,GJ,Anand,delta7,recovered,1.0
1880,GJ,Anand,delta7,vaccinated1,33012.0
1881,GJ,Anand,delta7,vaccinated2,46764.0
1882,GJ,Anand,meta,population,2090276.0
1884,GJ,Anand,total,confirmed,9637.0
1885,GJ,Anand,total,deceased,49.0
1886,GJ,Anand,total,recovered,9581.0
1887,GJ,Anand,total,tested,171851.0
1888,GJ,Anand,total,vaccinated1,1471865.0
1889,GJ,Anand,total,vaccinated2,935893.0
1890,GJ,Aravalli,delta,vaccinated1,2.0
1891,GJ,Aravalli,delta,vaccinated2,106.0
1892,GJ,Aravalli,delta7,vaccinated1,1439.0
1893,GJ,Aravalli,delta7,vaccinated2,32201.0
1894,GJ,Aravalli,meta,population,1051746.0
1896,GJ,Aravalli,total,confirmed,5186.0
1897,GJ,Aravalli,total,deceased,78.0
1898,GJ,Aravalli,total,recovered,5108.0
1899,GJ,Aravalli,total,tested,122182.0
1900,GJ,Aravalli,total,vaccinated1,717964.0
1901,GJ,Aravalli,total,vaccinated2,522361.0
1902,GJ,Banaskantha,delta,vaccinated1,390.0
1903,GJ,Banaskantha,delta,vaccinated2,3521.0
1904,GJ,Banaskantha,delta7,vaccinated1,16080.0
1905,GJ,Banaskantha,delta7,vaccinated2,82985.0
1906,GJ,Banaskantha,meta,population,3116045.0
1908,GJ,Banaskantha,total,confirmed,13631.0
1909,GJ,Banaskantha,total,deceased,162.0
1910,GJ,Banaskantha,total,recovered,13469.0
1911,GJ,Banaskantha,total,tested,218527.0
1912,GJ,Banaskantha,total,vaccinated1,2140492.0
1913,GJ,Banaskantha,total,vaccinated2,1157901.0
1914,GJ,Bharuch,delta,vaccinated1,1539.0
1915,GJ,Bharuch,delta,vaccinated2,2936.0
1916,GJ,Bharuch,delta7,vaccinated1,21270.0
1917,GJ,Bharuch,delta7,vaccinated2,45926.0
1918,GJ,Bharuch,meta,population,1550822.0
1920,GJ,Bharuch,total,confirmed,11426.0
1921,GJ,Bharuch,total,deceased,118.0
1922,GJ,Bharuch,total,recovered,11308.0
1923,GJ,Bharuch,total,tested,156057.0
1924,GJ,Bharuch,total,vaccinated1,1217587.0
1925,GJ,Bharuch,total,vaccinated2,669742.0
1926,GJ,Bhavnagar,delta,confirmed,1.0
1927,GJ,Bhavnagar,delta,vaccinated1,359.0
1928,GJ,Bhavnagar,delta,vaccinated2,1470.0
1929,GJ,Bhavnagar,delta21_14,confirmed,3.0
1930,GJ,Bhavnagar,delta7,confirmed,1.0
1931,GJ,Bhavnagar,delta7,vaccinated1,19467.0
1932,GJ,Bhavnagar,delta7,vaccinated2,81374.0
1933,GJ,Bhavnagar,meta,population,2877961.0
1935,GJ,Bhavnagar,total,confirmed,21447.0
1936,GJ,Bhavnagar,total,deceased,301.0
1937,GJ,Bhavnagar,total,recovered,21143.0
1938,GJ,Bhavnagar,total,tested,392834.0
1939,GJ,Bhavnagar,total,vaccinated1,1680398.0
1940,GJ,Bhavnagar,total,vaccinated2,986097.0
1941,GJ,Botad,delta,vaccinated1,13.0
1942,GJ,Botad,delta,vaccinated2,235.0
1943,GJ,Botad,delta7,vaccinated1,929.0
1944,GJ,Botad,delta7,vaccinated2,14235.0
1945,GJ,Botad,meta,population,656005.0
1947,GJ,Botad,total,confirmed,2218.0
1948,GJ,Botad,total,deceased,42.0
1949,GJ,Botad,total,recovered,2176.0
1950,GJ,Botad,total,tested,98559.0
1951,GJ,Botad,total,vaccinated1,378232.0
1952,GJ,Botad,total,vaccinated2,228691.0
1953,GJ,Chhota Udaipur,delta,vaccinated1,4.0
1954,GJ,Chhota Udaipur,delta,vaccinated2,818.0
1955,GJ,Chhota Udaipur,delta7,vaccinated1,699.0
1956,GJ,Chhota Udaipur,delta7,vaccinated2,19920.0
1957,GJ,Chhota Udaipur,meta,population,1071831.0
1959,GJ,Chhota Udaipur,total,confirmed,3395.0
1960,GJ,Chhota Udaipur,total,deceased,38.0
1961,GJ,Chhota Udaipur,total,recovered,3357.0
1962,GJ,Chhota Udaipur,total,tested,93838.0
1963,GJ,Chhota Udaipur,total,vaccinated1,635695.0
1964,GJ,Chhota Udaipur,total,vaccinated2,420157.0
1965,GJ,Dahod,delta,vaccinated1,8.0
1966,GJ,Dahod,delta,vaccinated2,1930.0
1967,GJ,Dahod,delta7,vaccinated1,626.0
1968,GJ,Dahod,delta7,vaccinated2,53547.0
1969,GJ,Dahod,meta,population,2126558.0
1971,GJ,Dahod,total,confirmed,9955.0
1972,GJ,Dahod,total,deceased,38.0
1973,GJ,Dahod,total,recovered,9917.0
1974,GJ,Dahod,total,tested,218259.0
1975,GJ,Dahod,total,vaccinated1,1499052.0
1976,GJ,Dahod,total,vaccinated2,631818.0
1977,GJ,Dang,delta,vaccinated1,2.0
1978,GJ,Dang,delta,vaccinated2,1.0
1980,GJ,Dang,delta7,vaccinated1,4140.0
1981,GJ,Dang,delta7,vaccinated2,3726.0
1982,GJ,Dang,meta,population,226769.0
1984,GJ,Dang,total,confirmed,866.0
1985,GJ,Dang,total,deceased,18.0
1986,GJ,Dang,total,recovered,848.0
1987,GJ,Dang,total,tested,31921.0
1988,GJ,Dang,total,vaccinated1,156334.0
1989,GJ,Dang,total,vaccinated2,59262.0
1990,GJ,Devbhumi Dwarka,delta,vaccinated1,315.0
1991,GJ,Devbhumi Dwarka,delta,vaccinated2,373.0
1992,GJ,Devbhumi Dwarka,delta7,vaccinated1,4666.0
1993,GJ,Devbhumi Dwarka,delta7,vaccinated2,24924.0
1994,GJ,Devbhumi Dwarka,meta,population,752484.0
1996,GJ,Devbhumi Dwarka,total,confirmed,4175.0
1997,GJ,Devbhumi Dwarka,total,deceased,82.0
1998,GJ,Devbhumi Dwarka,total,recovered,4093.0
1999,GJ,Devbhumi Dwarka,total,tested,80424.0
2000,GJ,Devbhumi Dwarka,total,vaccinated1,504501.0
2001,GJ,Devbhumi Dwarka,total,vaccinated2,309771.0
2002,GJ,Gandhinagar,delta,vaccinated1,69.0
2003,GJ,Gandhinagar,delta,vaccinated2,367.0
2005,GJ,Gandhinagar,delta7,vaccinated1,5475.0
2006,GJ,Gandhinagar,delta7,vaccinated2,36333.0
2007,GJ,Gandhinagar,meta,population,1387478.0
2009,GJ,Gandhinagar,total,confirmed,20754.0
2010,GJ,Gandhinagar,total,deceased,205.0
2011,GJ,Gandhinagar,total,recovered,20549.0
2012,GJ,Gandhinagar,total,tested,292598.0
2013,GJ,Gandhinagar,total,vaccinated1,1175562.0
2014,GJ,Gandhinagar,total,vaccinated2,706208.0
2015,GJ,Gir Somnath,delta,vaccinated1,912.0
2016,GJ,Gir Somnath,delta,vaccinated2,15.0
2017,GJ,Gir Somnath,delta21_14,confirmed,3.0
2018,GJ,Gir Somnath,delta7,confirmed,2.0
2019,GJ,Gir Somnath,delta7,recovered,2.0
2020,GJ,Gir Somnath,delta7,vaccinated1,8524.0
2021,GJ,Gir Somnath,delta7,vaccinated2,15341.0
2022,GJ,Gir Somnath,meta,population,1217477.0
2024,GJ,Gir Somnath,total,confirmed,8570.0
2025,GJ,Gir Somnath,total,deceased,67.0
2026,GJ,Gir Somnath,total,recovered,8499.0
2027,GJ,Gir Somnath,total,tested,121948.0
2028,GJ,Gir Somnath,total,vaccinated1,845224.0
2029,GJ,Gir Somnath,total,vaccinated2,363467.0
2030,GJ,Jamnagar,delta,recovered,1.0
2031,GJ,Jamnagar,delta,vaccinated1,367.0
2032,GJ,Jamnagar,delta,vaccinated2,1366.0
2033,GJ,Jamnagar,delta21_14,confirmed,1.0
2034,GJ,Jamnagar,delta7,confirmed,5.0
2035,GJ,Jamnagar,delta7,recovered,3.0
2036,GJ,Jamnagar,delta7,vaccinated1,9406.0
2037,GJ,Jamnagar,delta7,vaccinated2,37158.0
2038,GJ,Jamnagar,meta,population,2159130.0
2040,GJ,Jamnagar,total,confirmed,34978.0
2041,GJ,Jamnagar,total,deceased,478.0
2042,GJ,Jamnagar,total,recovered,34494.0
2043,GJ,Jamnagar,total,tested,307911.0
2044,GJ,Jamnagar,total,vaccinated1,1111813.0
2045,GJ,Jamnagar,total,vaccinated2,653950.0
2046,GJ,Junagadh,delta,confirmed,2.0
2047,GJ,Junagadh,delta,vaccinated1,62.0
2048,GJ,Junagadh,delta,vaccinated2,1232.0
2049,GJ,Junagadh,delta21_14,confirmed,13.0
2050,GJ,Junagadh,delta7,confirmed,6.0
2051,GJ,Junagadh,delta7,recovered,2.0
2052,GJ,Junagadh,delta7,vaccinated1,2660.0
2053,GJ,Junagadh,delta7,vaccinated2,71531.0
2054,GJ,Junagadh,meta,population,2742291.0
2056,GJ,Junagadh,total,confirmed,20505.0
2057,GJ,Junagadh,total,deceased,272.0
2058,GJ,Junagadh,total,recovered,20226.0
2059,GJ,Junagadh,total,tested,199699.0
2060,GJ,Junagadh,total,vaccinated1,1316479.0
2061,GJ,Junagadh,total,vaccinated2,733025.0
2062,GJ,Kheda,delta,vaccinated1,124.0
2063,GJ,Kheda,delta,vaccinated2,2105.0
2064,GJ,Kheda,delta21_14,confirmed,3.0
2065,GJ,Kheda,delta7,recovered,1.0
2066,GJ,Kheda,delta7,vaccinated1,11668.0
2067,GJ,Kheda,delta7,vaccinated2,73838.0
2068,GJ,Kheda,meta,population,2298934.0
2070,GJ,Kheda,total,confirmed,10439.0
2071,GJ,Kheda,total,deceased,48.0
2072,GJ,Kheda,total,recovered,10391.0
2073,GJ,Kheda,total,tested,218140.0
2074,GJ,Kheda,total,vaccinated1,1454344.0
2075,GJ,Kheda,total,vaccinated2,893742.0
2076,GJ,Kutch,delta,vaccinated1,15.0
2077,GJ,Kutch,delta,vaccinated2,351.0
2078,GJ,Kutch,delta21_14,confirmed,4.0
2079,GJ,Kutch,delta7,confirmed,5.0
2080,GJ,Kutch,delta7,recovered,1.0
2081,GJ,Kutch,delta7,vaccinated1,8920.0
2082,GJ,Kutch,delta7,vaccinated2,49662.0
2083,GJ,Kutch,meta,population,2090313.0
2085,GJ,Kutch,total,confirmed,12631.0
2086,GJ,Kutch,total,deceased,145.0
2087,GJ,Kutch,total,recovered,12474.0
2088,GJ,Kutch,total,tested,267060.0
2089,GJ,Kutch,total,vaccinated1,1412923.0
2090,GJ,Kutch,total,vaccinated2,680232.0
2091,GJ,Mahisagar,delta,vaccinated1,1.0
2092,GJ,Mahisagar,delta,vaccinated2,929.0
2093,GJ,Mahisagar,delta7,vaccinated1,62.0
2094,GJ,Mahisagar,delta7,vaccinated2,16517.0
2095,GJ,Mahisagar,meta,population,994624.0
2097,GJ,Mahisagar,total,confirmed,8194.0
2098,GJ,Mahisagar,total,deceased,72.0
2099,GJ,Mahisagar,total,recovered,8122.0
2100,GJ,Mahisagar,total,tested,122796.0
2101,GJ,Mahisagar,total,vaccinated1,815594.0
2102,GJ,Mahisagar,total,vaccinated2,459520.0
2103,GJ,Mehsana,delta,vaccinated1,71.0
2104,GJ,Mehsana,delta,vaccinated2,723.0
2105,GJ,Mehsana,delta7,recovered,1.0
2106,GJ,Mehsana,delta7,vaccinated1,7523.0
2107,GJ,Mehsana,delta7,vaccinated2,48550.0
2108,GJ,Mehsana,meta,population,2027727.0
2110,GJ,Mehsana,total,confirmed,24419.0
2111,GJ,Mehsana,total,deceased,177.0
2112,GJ,Mehsana,total,recovered,24242.0
2113,GJ,Mehsana,total,tested,229904.0
2114,GJ,Mehsana,total,vaccinated1,1405786.0
2115,GJ,Mehsana,total,vaccinated2,869969.0
2116,GJ,Morbi,delta,vaccinated1,31.0
2117,GJ,Morbi,delta,vaccinated2,118.0
2118,GJ,Morbi,delta7,vaccinated1,9950.0
2119,GJ,Morbi,delta7,vaccinated2,20297.0
2120,GJ,Morbi,meta,population,960329.0
2122,GJ,Morbi,total,confirmed,6502.0
2123,GJ,Morbi,total,deceased,87.0
2124,GJ,Morbi,total,recovered,6415.0
2125,GJ,Morbi,total,tested,157321.0
2126,GJ,Morbi,total,vaccinated1,674000.0
2127,GJ,Morbi,total,vaccinated2,308840.0
2128,GJ,Narmada,delta,vaccinated1,2.0
2129,GJ,Narmada,delta,vaccinated2,12.0
2130,GJ,Narmada,delta21_14,confirmed,2.0
2131,GJ,Narmada,delta7,recovered,2.0
2132,GJ,Narmada,delta7,vaccinated1,546.0
2133,GJ,Narmada,delta7,vaccinated2,13890.0
2134,GJ,Narmada,meta,population,590379.0
2136,GJ,Narmada,total,confirmed,5955.0
2137,GJ,Narmada,total,deceased,15.0
2138,GJ,Narmada,total,recovered,5940.0
2139,GJ,Narmada,total,tested,76134.0
2140,GJ,Narmada,total,vaccinated1,413260.0
2141,GJ,Narmada,total,vaccinated2,279684.0
2142,GJ,Navsari,delta,recovered,1.0
2143,GJ,Navsari,delta,vaccinated1,62.0
2144,GJ,Navsari,delta,vaccinated2,2009.0
2145,GJ,Navsari,delta21_14,confirmed,11.0
2146,GJ,Navsari,delta7,confirmed,5.0
2147,GJ,Navsari,delta7,recovered,13.0
2148,GJ,Navsari,delta7,vaccinated1,1852.0
2149,GJ,Navsari,delta7,vaccinated2,29095.0
2150,GJ,Navsari,meta,population,1330711.0
2152,GJ,Navsari,total,confirmed,7215.0
2153,GJ,Navsari,total,deceased,24.0
2154,GJ,Navsari,total,recovered,7181.0
2155,GJ,Navsari,total,tested,129099.0
2156,GJ,Navsari,total,vaccinated1,948673.0
2157,GJ,Navsari,total,vaccinated2,647484.0
2159,GJ,Other State,total,confirmed,162.0
2160,GJ,Other State,total,deceased,3.0
2161,GJ,Other State,total,recovered,159.0
2162,GJ,Other State,total,tested,108.0
2163,GJ,Panchmahal,delta,vaccinated1,80.0
2164,GJ,Panchmahal,delta,vaccinated2,1246.0
2165,GJ,Panchmahal,delta7,vaccinated1,7294.0
2166,GJ,Panchmahal,delta7,vaccinated2,44832.0
2167,GJ,Panchmahal,meta,population,2388267.0
2169,GJ,Panchmahal,total,confirmed,11770.0
2170,GJ,Panchmahal,total,deceased,70.0
2171,GJ,Panchmahal,total,recovered,11700.0
2172,GJ,Panchmahal,total,tested,160981.0
2173,GJ,Panchmahal,total,vaccinated1,1105110.0
2174,GJ,Panchmahal,total,vaccinated2,626003.0
2175,GJ,Patan,delta,vaccinated1,20.0
2176,GJ,Patan,delta,vaccinated2,259.0
2177,GJ,Patan,delta7,vaccinated1,3369.0
2178,GJ,Patan,delta7,vaccinated2,37745.0
2179,GJ,Patan,meta,population,1342746.0
2181,GJ,Patan,total,confirmed,11624.0
2182,GJ,Patan,total,deceased,129.0
2183,GJ,Patan,total,recovered,11495.0
2184,GJ,Patan,total,tested,169059.0
2185,GJ,Patan,total,vaccinated1,850462.0
2186,GJ,Patan,total,vaccinated2,533438.0
2187,GJ,Porbandar,delta,vaccinated1,48.0
2188,GJ,Porbandar,delta,vaccinated2,1062.0
2189,GJ,Porbandar,delta7,vaccinated1,1140.0
2190,GJ,Porbandar,delta7,vaccinated2,13063.0
2191,GJ,Porbandar,meta,population,586062.0
2193,GJ,Porbandar,total,confirmed,3486.0
2194,GJ,Porbandar,total,deceased,19.0
2195,GJ,Porbandar,total,recovered,3467.0
2196,GJ,Porbandar,total,tested,97912.0
2197,GJ,Porbandar,total,vaccinated1,419364.0
2198,GJ,Porbandar,total,vaccinated2,256377.0
2199,GJ,Rajkot,delta,recovered,7.0
2200,GJ,Rajkot,delta,vaccinated1,43.0
2201,GJ,Rajkot,delta,vaccinated2,153.0
2202,GJ,Rajkot,delta21_14,confirmed,2.0
2203,GJ,Rajkot,delta7,confirmed,7.0
2204,GJ,Rajkot,delta7,recovered,7.0
2205,GJ,Rajkot,delta7,vaccinated1,17510.0
2206,GJ,Rajkot,delta7,vaccinated2,53546.0
2207,GJ,Rajkot,meta,population,3157676.0
2209,GJ,Rajkot,total,confirmed,57976.0
2210,GJ,Rajkot,total,deceased,725.0
2211,GJ,Rajkot,total,recovered,57243.0
2212,GJ,Rajkot,total,tested,731251.0
2213,GJ,Rajkot,total,vaccinated1,2227111.0
2214,GJ,Rajkot,total,vaccinated2,1255012.0
2215,GJ,Sabarkantha,delta,vaccinated1,66.0
2216,GJ,Sabarkantha,delta,vaccinated2,1181.0
2217,GJ,Sabarkantha,delta7,confirmed,1.0
2218,GJ,Sabarkantha,delta7,vaccinated1,4232.0
2219,GJ,Sabarkantha,delta7,vaccinated2,45789.0
2220,GJ,Sabarkantha,meta,population,2427346.0
2222,GJ,Sabarkantha,total,confirmed,9317.0
2223,GJ,Sabarkantha,total,deceased,157.0
2224,GJ,Sabarkantha,total,recovered,9159.0
2225,GJ,Sabarkantha,total,tested,182090.0
2226,GJ,Sabarkantha,total,vaccinated1,1000517.0
2227,GJ,Sabarkantha,total,vaccinated2,596705.0
2228,GJ,Surat,delta,confirmed,4.0
2229,GJ,Surat,delta,recovered,4.0
2230,GJ,Surat,delta,vaccinated1,2525.0
2231,GJ,Surat,delta,vaccinated2,7090.0
2232,GJ,Surat,delta21_14,confirmed,38.0
2233,GJ,Surat,delta7,confirmed,38.0
2234,GJ,Surat,delta7,deceased,1.0
2235,GJ,Surat,delta7,recovered,30.0
2236,GJ,Surat,delta7,vaccinated1,35083.0
2237,GJ,Surat,delta7,vaccinated2,115694.0
2238,GJ,Surat,meta,population,4996391.0
2240,GJ,Surat,total,confirmed,143874.0
2241,GJ,Surat,total,deceased,1956.0
2242,GJ,Surat,total,recovered,141885.0
2243,GJ,Surat,total,tested,1938229.0
2244,GJ,Surat,total,vaccinated1,4781894.0
2245,GJ,Surat,total,vaccinated2,2529712.0
2246,GJ,Surendranagar,delta,vaccinated1,51.0
2247,GJ,Surendranagar,delta,vaccinated2,647.0
2248,GJ,Surendranagar,delta7,vaccinated1,18641.0
2249,GJ,Surendranagar,delta7,vaccinated2,79795.0
2250,GJ,Surendranagar,meta,population,1755873.0
2252,GJ,Surendranagar,total,confirmed,8121.0
2253,GJ,Surendranagar,total,deceased,136.0
2254,GJ,Surendranagar,total,recovered,7985.0
2255,GJ,Surendranagar,total,tested,201153.0
2256,GJ,Surendranagar,total,vaccinated1,1113845.0
2257,GJ,Surendranagar,total,vaccinated2,715931.0
2258,GJ,Tapi,delta,vaccinated1,14.0
2259,GJ,Tapi,delta,vaccinated2,111.0
2261,GJ,Tapi,delta7,vaccinated1,3010.0
2262,GJ,Tapi,delta7,vaccinated2,23409.0
2263,GJ,Tapi,meta,population,806489.0
2265,GJ,Tapi,total,confirmed,4441.0
2266,GJ,Tapi,total,deceased,24.0
2267,GJ,Tapi,total,recovered,4417.0
2268,GJ,Tapi,total,tested,92524.0
2269,GJ,Tapi,total,vaccinated1,527345.0
2270,GJ,Tapi,total,vaccinated2,303297.0
2271,GJ,Vadodara,delta,confirmed,6.0
2272,GJ,Vadodara,delta,recovered,2.0
2273,GJ,Vadodara,delta,vaccinated1,437.0
2274,GJ,Vadodara,delta,vaccinated2,12194.0
2275,GJ,Vadodara,delta21_14,confirmed,16.0
2276,GJ,Vadodara,delta7,confirmed,36.0
2277,GJ,Vadodara,delta7,recovered,14.0
2278,GJ,Vadodara,delta7,vaccinated1,16527.0
2279,GJ,Vadodara,delta7,vaccinated2,182027.0
2280,GJ,Vadodara,meta,population,3639775.0
2282,GJ,Vadodara,total,confirmed,78159.0
2283,GJ,Vadodara,total,deceased,788.0
2284,GJ,Vadodara,total,recovered,77335.0
2285,GJ,Vadodara,total,tested,695670.0
2286,GJ,Vadodara,total,vaccinated1,2612578.0
2287,GJ,Vadodara,total,vaccinated2,1940514.0
2288,GJ,Valsad,delta,confirmed,3.0
2289,GJ,Valsad,delta,recovered,6.0
2290,GJ,Valsad,delta,vaccinated1,84.0
2291,GJ,Valsad,delta,vaccinated2,46.0
2292,GJ,Valsad,delta21_14,confirmed,28.0
2293,GJ,Valsad,delta7,confirmed,25.0
2294,GJ,Valsad,delta7,deceased,1.0
2295,GJ,Valsad,delta7,recovered,25.0
2296,GJ,Valsad,delta7,vaccinated1,6616.0
2297,GJ,Valsad,delta7,vaccinated2,36430.0
2298,GJ,Valsad,meta,population,1703068.0
2300,GJ,Valsad,total,confirmed,6405.0
2301,GJ,Valsad,total,deceased,53.0
2302,GJ,Valsad,total,recovered,6308.0
2303,GJ,Valsad,total,tested,155380.0
2304,GJ,Valsad,total,vaccinated1,1232139.0
2305,GJ,Valsad,total,vaccinated2,704675.0
2306,HP,Bilaspur,delta,confirmed,11.0
2307,HP,Bilaspur,delta,recovered,12.0
2308,HP,Bilaspur,delta,vaccinated1,6.0
2309,HP,Bilaspur,delta,vaccinated2,329.0
2310,HP,Bilaspur,delta21_14,confirmed,78.0
2311,HP,Bilaspur,delta7,confirmed,133.0
2312,HP,Bilaspur,delta7,recovered,77.0
2313,HP,Bilaspur,delta7,vaccinated1,695.0
2314,HP,Bilaspur,delta7,vaccinated2,15071.0
2315,HP,Bilaspur,meta,population,382056.0
2317,HP,Bilaspur,total,confirmed,14374.0
2318,HP,Bilaspur,total,deceased,85.0
2319,HP,Bilaspur,total,other,1.0
2320,HP,Bilaspur,total,recovered,14120.0
2321,HP,Bilaspur,total,tested,39738.0
2322,HP,Bilaspur,total,vaccinated1,323204.0
2323,HP,Bilaspur,total,vaccinated2,234916.0
2324,HP,Chamba,delta,recovered,2.0
2325,HP,Chamba,delta,vaccinated1,146.0
2326,HP,Chamba,delta,vaccinated2,1749.0
2327,HP,Chamba,delta21_14,confirmed,8.0
2328,HP,Chamba,delta7,confirmed,27.0
2329,HP,Chamba,delta7,recovered,13.0
2330,HP,Chamba,delta7,vaccinated1,1439.0
2331,HP,Chamba,delta7,vaccinated2,18796.0
2332,HP,Chamba,meta,population,518844.0
2334,HP,Chamba,total,confirmed,13687.0
2335,HP,Chamba,total,deceased,160.0
2336,HP,Chamba,total,other,2.0
2337,HP,Chamba,total,recovered,13492.0
2338,HP,Chamba,total,tested,53505.0
2339,HP,Chamba,total,vaccinated1,364258.0
2340,HP,Chamba,total,vaccinated2,198146.0
2341,HP,Hamirpur,delta,confirmed,11.0
2342,HP,Hamirpur,delta,recovered,50.0
2343,HP,Hamirpur,delta,vaccinated2,32.0
2344,HP,Hamirpur,delta21_14,confirmed,177.0
2345,HP,Hamirpur,delta7,confirmed,288.0
2346,HP,Hamirpur,delta7,deceased,4.0
2347,HP,Hamirpur,delta7,recovered,228.0
2348,HP,Hamirpur,delta7,vaccinated1,713.0
2349,HP,Hamirpur,delta7,vaccinated2,26076.0
2350,HP,Hamirpur,meta,population,454293.0
2352,HP,Hamirpur,total,confirmed,17379.0
2353,HP,Hamirpur,total,deceased,287.0
2354,HP,Hamirpur,total,other,1.0
2355,HP,Hamirpur,total,recovered,16741.0
2356,HP,Hamirpur,total,tested,46407.0
2357,HP,Hamirpur,total,vaccinated1,377332.0
2358,HP,Hamirpur,total,vaccinated2,269143.0
